posting_id,segment_index,segment,topic
P712,2,The individual will be an experienced business analyst that can facilitate the definition of operating model design for new business requirements and capabilities that are required to be supported on our investment platform (BRS Aladdin).,14
P712,3,"You will be able to work with ambiguity and apply appropriate frameworks to structure, solve and manage problems.",81
P712,4,"We're a global investment manager. We help institutions, intermediaries and individuals around the world invest money to meet their goals, fulfil their ambitions, and prepare for the future.",32
P712,5,"We have around 6,000 people on six continents. And we've been around for over 200 years, but keep adapting as society and technology changes. What doesn't change is our commitment to helping our clients, and society, prosper.",30
P712,6,"The Investment Services Platform Team (ISPT) is a central team within Operations, reporting to the Global Head of Investment Services with a global remit.",32
P712,7,"The team provides support to the Investment, Dealing and Operations functions in Schroders Asset Management Business and works with teams across Schroders to implement change initiated from the three functions.",32
P712,8,"The team aims to enable business growth, support business as usual, make operating model improvements, manage risk and simplify business processes.",42
P712,9,"Act as a trusted advisor, liaising with Global Operations stakeholders to understand business goals, outcomes, and priorities",54
P712,10,Determine business requirements and facilitate analysis of current state / future state workflows and operating model design,16
P712,11,Collaborate across teams and with third party platform providers (e.g. BlackRock Solutions Aladdin) to propose options that allow the Operations teams to extract the greatest value from the investment platform.,54
P712,12,Lead discussions with BRS to understand future roadmaps and influence direction where possible to accommodate Schroders priorities,94
P712,13,Understand content of upcoming Aladdin releases taking ownership of communication cross Global Operations - ensuring changes are safely implemented and value from new capabilities or enhancements are adopted by Operations teams where possible.,54
P712,14,Promote best practice and consistency across Operations functions and regions.,92
P712,15,Participate in project initiatives ensuring that changes to the Investment platform and associated Operations business processes are carefully understood and implemented.,69
P712,16,"The Knowledge, Experience And Qualifications You Need",18
P712,17,"Good understanding of Asset Management Operations (post trade capabilities including confirmation, settlement, lifecycle event management, reconciliation, margin and collateral management)",36
P712,18,"Good understanding of multiple asset classes including ETD and OTC derivatives, Loans, Private Assets, etc.",36
P712,19,Experience of platforms / system functionality that support asset management operations capabilities,36
P712,20,"Demonstrable Business Analysis skills with ability to define and document business requirements to a high standard. Experience with the appropriate methods and tools (i.e., BPML/UML hosting workshops, process flows, Visio).",31
P712,21,Problem solving ability within a complex environment.,6
P712,22,Ability to negotiate pragmatic solutions that meet conflicting business requirements.,6
P712,23,Good technical knowledge and ability to translate between IT and the business.,15
P712,24,"Awareness of full project life cycle including defining user requirements, defining test scenarios and user acceptance testing.",44
P712,25,"The Knowledge, Experience And Qualifications That Will Help",18
P712,26,"Experience working in an asset manager or similar organisation, either on operational change initiatives or having worked directly in operations functions (i.e., Reconciliations, Trade Operations, Asset Servicing or Cash Operations).",36
P712,27,Experience working with external vendors / third party suppliers also beneficial.,54
P712,28,Experience of BlackRock Aladdin platform or similar,39
P712,29,"Confidence to engage in discussions with colleagues across the investment, operations, change and technology functions. It is important to be able to challenge and direct discussions as part of this.",66
P712,30,What you'll be like,46
P712,31,"Flexible, self-motivated, enthusiastic and willing to learn",53
P712,32,A critical thinker who's able to look at things from different angles,6
P712,33,Great at problem solving creatively,6
P712,34,"Able to work under pressure, on several priorities at once",21
P712,35,You'll enjoy working with many different people,87
P712,36,"We're looking for the best, whoever they are",104
P712,37,Our purpose is to provide excellent investment performance to clients through active management.,83
P712,38,Diversity of thought facilitated by an inclusive culture will allow us to make better decisions and better achieve our purpose.,0
P712,39,"This is why inclusion and diversity are a strategic priority for us and why we are an equal opportunities employer: you are welcome here regardless of your age, disability, gender identity, religious beliefs, sexual orientation, socio-economic background or any other protected characteristics.",0
P713,0,"Founded in 1967 as the Merton Family Housing Trust, we see our purpose as supporting people, across south London, who need a home and we are helping to tackle the shortage of good quality affordable housing by providing homes for people most in need of housing.",55
P713,1,We want to be a good landlord and contribute to building strong communities in south London and deliver against our vision ?Homes to be proud of and services you can trust'.,0
P713,2,"This role will act as a liaison between the IT Team and the business on all projects especially those relating to our Microsoft Dynamics CRM environment. You will be a pivotal member of the IT Team to ensure that all in-scope requirements for org-wide project are identified, gathered, documented, and delivered to time, cost, and quality.",69
P713,3,"The Business Analyst will work with the business units to understand their current and future needs and assess the impact of those business changes on process, people, and systems.",14
P713,4,"Also capture, analyse, and document data and business functional requirements our business systems;",16
P713,5,identify opportunities and make recommendations for process changes;,92
P713,6,and support relevant communication with stakeholders;,28
P713,7,and work with the relevant members of the IT team to update data workflows and new reporting dashboards.,34
P713,8,A Day In The Life,46
P713,9,Act as a liaison between the business and IT team.,15
P713,10,"Collect and interpret the data about company policies, procedures, and workflows to be used in the requirements gathering process.",16
P713,11,Support the IT teams during the analysis and planning stages of software development projects.,69
P713,12,Work on all phases through the project lifecycle to ensure requirements are aligned and met in the final solution.,69
P713,13,Facilitate a successful release handover.,54
P713,14,"Complying with regulations and preparing for assessments e.g., Payment Card Industry (PCI-DSS); Cyber Security; Pen Testing, etc.",72
P713,15,"Evaluating risks, predicting potential problems, and proposing the necessary actions to reduce the impact on project delivery.",76
P713,16,"Document the stages, produce status reports, instructions, specifications, and flowcharts to give a snapshot of the current state of play.",73
P713,17,"Use the relevant means to record data such as issues logs, action plans, risk register, progress reports, etc.",34
P713,18,Evaluate Key Performance Indicators needed by the business to measure outcome.,50
P713,19,Facilitate meetings and training workshops for team members.,40
P713,20,Acquiring knowledge of services provided by the business.,36
P713,21,Making sure projects stay within budget and target spending requirements.,69
P713,22,Incorporating user suggestions into projects.,69
P713,23,Supporting teams to write and review change requests.,40
P713,24,"Analyse: Facilitate AsIs information gathering with Business, Technology and other key stakeholders via workshops, system, and documentation reviews, including current challenges and future trends.",73
P713,25,"Optimise: Transforming discovery into innovative and efficient ToBe Solutions, working across multiple business units, including Internal IT, Business and Operations and external Suppliers.",15
P713,26,"Document: Must be able to author and update documentation throughout the lifecycle of a project, with an eye for thorough detail - from defining the requirements and scope of the project to documenting the final product and results.",73
P713,27,"Communicate: As the bridge between technical and non-technical, the business analyst must be an expert communicator and storyteller, interpreting and translating information into clear, deliverable requirements, understandable by all.",14
P713,28,"Ability to effectively communicate and influence key stakeholders to support proposed strategies, process improvements and operational decisions.",28
P713,29,Resourcefulness and ability to devise creative solutions to problems.,6
P713,30,Experience of testing and mapping various business processes and protocols.,51
P713,31,Familiarity with industry technology systems to gather data and problem solve.,15
P713,32,Excellent communication and leadership skills.,4
P713,33,Used to working with latest cloud tools in a live collaborative way.,15
P713,34,Degree educated or equivalent experience.,10
P713,35,At least 3 years business analyst experience in a similar role.,26
P713,36,Experience of working in structured project teams - operating under both Agile and Waterfall methodologies.,13
P713,37,Proven ability to extract AS-IS and TO-BE user requirement and ensuring its delivery.,16
P713,38,Proven experience and ability to train end users on new features and functionality of the new service or system.,39
P713,39,Proven ability to communicate clearly and differentiate relevant communication to a diverse audience.,4
P713,40,"If you want to be part of a winning team that takes pride in delivering a positive experience to our customers and believe you have the skills and experience to be successful in this role, we would love to hear from you. Please apply with your",2
P713,41,"on no more than two sides of A4 ensuring you address the ?What you will need to have"" section set out in role profile by",87
P713,42,Please note that ahead of the final stage interviews you will be asked to undertake a number of online assessment.,2
P713,43,will be held in the beginning of February 2024.For more information about,35
P713,44,", including our corporate strategy, click here:https://www.wandle.com/careers/",42
P714,0,"Vintage Cash Cow is a rapidly growing, innovative, and customer-centric company. We help our customers unlock the hidden value in their vintage items and collectables by offering a simple and convenient way to sell their treasures.",20
P714,1,"Our mission is to make it easy for people to turn their clutter into cash while preserving the past. For us to scale in the UK and international markets, we’re looking for a commercially minded Finance Business Partner to partner with all levels of the Marketing Department to improve performance.",32
P714,2,We’re looking for a Financial Analyst - Marketing to join Vintage Cash Cow to work closely with marketing partners.,27
P714,3,"You will help drive marketing performance, identify and roll out marketing improvements, support the marketing forecasting and budgeting process, and report on marketing metrics and performance.",58
P714,4,This role will involve partnering directly with our Marketing Team to manage our sizeable brand and performance marketing spend.,42
P714,5,This role would be perfect for someone who wants to be part of a fast-paced company with lots of opportunities to impact marketing performance significantly with solid data and financial analysis skills.,1
P714,6,Key goals and objectives:,19
P714,7,Improve ROI on marketing spend.,58
P714,8,Build an ROI model by campaign,58
P714,9,Use this to feed into the current forecasting tool,17
P714,10,Use to recommend marketing campaign pipeline based on data.,58
P714,11,Building trusted relationships with your business partners to influence and support tactical and strategic business decisions.,28
P714,12,"Presenting financial and operational information, ensuring that information and drivers of performance are well understood by business partners.",12
P714,13,"Preparing and delivering analysis and insight, identifying trends and actions to explain and improve financial, operational and commercial performance.",12
P714,14,"Aid and support decision making with data and insight, presenting it back to business partners in a clear, concise and engaging manner.",1
P714,15,"Build out relevant ROI, and campaign performance models and communicate insights and results to the team to support key decision-making.",58
P714,16,"Supporting capital and project expenditure planning, analysis and reporting.",17
P714,17,"Providing monthly updates on financial performance with variance analysis to plan, looking for ways to improve processes and outputs.",12
P714,18,Contributing to ad hoc financial projects as required as part of the wider finance team.,32
P714,19,Development of marketing attribution model.,58
P714,20,Essential skills and experience:,18
P714,21,Previous Marketing Analyst experience within a performance marketing and brand function.,58
P714,22,Commercially minded with a desire to develop a strong business understanding.,42
P714,23,A strong relationship builder who builds trust with their stakeholders at all levels and business functions.,66
P714,24,"Exceptional analytical and problem-solving skills, with the ability to effectively analyse, summarise and interpret complex data. (ThoughtSpot or similar, Excel, Sheets, SQL)",23
P714,25,"Excellent data story-telling skills and ability to use tools such as Power BI, Tableau or ThoughtSpot.",8
P714,26,In-depth understanding and experience working with GA4 to provide web teams with user analytics and insight.,1
P714,27,"In-depth knowledge of working with and developing marketing attribution models, including last click and weighted models.",58
P714,28,"Knowledge and understanding of accounting principles and practices, qualified in ACA/ ACCA/ CIMA.",25
P714,29,"Experience working with marketing channels across performance (Facebook, Google, YouTube) and offline channels (TV, Radio, Press).",58
P714,30,"The ability to analyse data, provide insight and identify trends and actions to improve performance.",23
P714,31,Nice to have skills and experience:,18
P714,32,Experience working with Econometrics models,89
P714,33,Experience working with multi-million-pound budgets across the marketing mix,58
P714,34,Experience across marketing in the multi-channel customer journey,58
P715,0,"ZE PowerGroup Inc. (ZE) is a global leader in the development of data management, analysis, and business automation software. ZEMA is our enterprise-level suite of products. ZEMA enables our customers to collect, transform, validate, manipulate, analyze, report, visualize and distribute market data quickly and easily.",8
P715,1,"ZE's Business Solutions groupis looking for Business Analysts who will be primarily responsible for designing, implementing, and supporting client data management solutions. On a typical day you will directly engage with our clients, design and implement data-driven workflows and analytics, and report on project deliverables to ZE clients and management.",1
P715,2,We are looking for candidates for this position with at least 3 years of hands-on industry or technology experience.,26
P715,3,"Become an expert in ZE's data management/analytics platform (ZEMA) and ZE services, in support of clients that are active in the global energy and commodities markets (oil, gas, power, renewables, metals, agriculture etc).",1
P715,4,"Identify prospect/client requirements, design/implement data-driven workflows that leverage ZEMA products and services.",16
P715,5,"Advise on / design integrations between ZEMA and complimentary systems/applications e.g. Power BI, Python, ETRM systems, data lakes etc.",8
P715,6,"Support clients on data feeds - sources, structure, industry standards, publication conventions, deployments, testing.",1
P715,7,Support clients on analytics/transformations on time series / futures / options data.,1
P715,8,"Coordinate with other ZE teams including software development, support, and cloud teams to satisfy larger client projects and requirements.",69
P715,9,Document both initial client requirements and already implemented solutions.,73
P715,10,Provide active support and training related to ZEMA product usage and/or custom solutions developed for specific clients and projects.,69
P715,11,Competencies & Skills Set,18
P715,12,Degree in a STEM Field,10
P715,13,"Foundational technical skills in IT/coding e.g. SQL, Python, VBA, APIs or others.",33
P715,14,"Experience with managing or working with data such as data design, collection, storage, analytics and / or reporting.",1
P715,15,"Ability to integrate, connect, and thrive in a predominantly WFH arrangement; possible limited travel.",57
P715,16,SQL (Oracle is preferred),65
P715,17,"MS Excel (VLOOKUP/XLOOKUP, VBA, Power Query and Pivot Tables)",9
P715,18,REST APIs and OData,74
P715,19,Data Visualization tools (Power BI is preferred),8
P715,20,"Cloud Data Warehouse Solutions (AWS S3, Azure Blob Storage, Snowflake, etc.)",74
P715,21,"(ZE) is a global leader in the development of data management, analysis, and business automation software.",1
P715,22,ZEMA is our enterprise-level suite of products.,54
P715,23,"ZEMA enables users to capture, transform, manipulate, analyze, report and visualize data quickly and easily.",101
P715,24,"We work with world-class companies in energy, commodities, and finance to serve users in trade, risk management and IT.",36
P715,25,"Our head office is in Vancouver, BC, and we have operations in Houston, Raleigh, London, Singapore, and Madrid.",3
P715,26,"With a dynamic corporate culture and supportive management team, a career at ZE is what you make of it.",42
P715,27,Our environment is defined by the people that work in our company.,43
P715,28,We stress a balanced approach to work and healthy living.,0
P715,29,We are conveniently located nearby Hove Railway Station at the Dock Hub.,3
P715,30,ZE offers excellent career development opportunities along with a competitive compensation and benefits package.,7
P715,31,"If you are the kind of person who takes initiative, has a positive attitude, and wants to make an impact, then we want to hear from you.",53
P716,0,"Our Digital Engineering team at Storyteq are responsible for building world class, enterprise grade digital applications for high profile brands.",15
P716,1,We pride ourselves in working with mature Agile methodologies and make use of the latest versions of technology.,13
P716,2,"Our teams are structured in such a way that gives every employee the opportunity to learn new skills, work on various projects over time and see the results of your efforts in the online consumer marketplace.",0
P716,3,"Joining the Digital Engineering function would see you work as part of a cross-functional, product style team, generally consisting of a Business Analyst, Scrum Master / Project Manager, Solution Architect, Lead Developers (FE and BE), Developers, and Testers (Manual and Automated).",15
P716,4,"We are currently seeking a Digital Business Analyst, someone who'll bring their knowledge of Agile and Digital together to help us shape the nature of all of our web and e-commerce based projects...",47
P716,5,"Our Business Analysts are unique in that rather than handing over to PMs after requirements definition, you will have the opportunity to work across the entire development lifecycle, from requirements gathering and acceptance criteria creation through to development and UAT.",14
P716,6,"We are open to hiring Product Owners who have experience in business analysis, if you understand how a website works across both the front and back end.",47
P716,7,"Projects that you will work on are enterprise grade web-based solutions that will see you work alongside developers, QA testers and external client stakeholders.",15
P716,8,You need to be pragmatic and interested in new challenges. Previous experience will need to be on Web and digital projects in order to discuss details with the technical teams and be adaptable to the ever-changing tech landscape.,15
P716,9,Must be a pragmatic problem solver with an inquisitive nature,6
P716,10,You should be digitally savvy with prior experience in web/mobile applications,15
P716,11,You are a clear & confident communicator who understands the audience in everything that they produce,4
P716,12,"You must have experience working with Scrum Masters, Product Owners, Solution Architects, Developers & QA analysts during the product delivery lifecycle",13
P716,13,Must have worked within an Agile environment before & be someone who thrives in a fast paced environment,57
P716,14,You aren’t someone whose afraid to challenge and question to unearth requirements & solutions,6
P716,15,"You should be a cool, calm and collective operator under pressure",21
P716,16,You should have a good understanding of API’s & message structures,73
P716,17,You are someone who finds a way to always get the job done and deliver!,53
P716,18,"On top of a competitive salary, you can expect a whole load of perks:",5
P716,19,25 days’ holiday + bank holidays – we understand the importance of you getting some down time.,38
P716,20,Annual Wellbeing Day – enjoy an additional day on us to look after your physical and mental wellbeing.,49
P716,21,Pension Scheme – helping you save towards your retirement home in the sun!,37
P716,22,Corporate Medical Cash Plan – claim back the cost of your medical treatments.,59
P716,23,"So many savings – through our online community platform, you can access dozens of daily deals, from money off top brands to discounts on days out.",20
P716,24,"Employee Assistance Programme – our people are at the heart of everything we do, so if you’re happy, we’re happy.",49
P716,25,Cycle to Work Scheme – save on the cost of biking to work.,103
P716,26,Monthly Employee Awards - Employee of the Month programme with £250 bonus,5
P716,27,Raising money for charity including a paid Volunteer Day – we’re all about giving back… and having lots of fun in the process!,79
P716,28,"Referral scheme – know the perfect person to join the team? You could bag £1,500 for a putting a good word in.",11
P716,29,"Wellbeing Programme – giving you the opportunity to join regular, interactive Wellbeing Workshops or join our 30 plus Wellbeing Champions.",49
P716,30,Enhanced Family Friendly Leave – support for you and your family to help you navigate through the craziness of family life.,84
P716,31,"We champion and welcome diversity in our workforce and ensure all job applicants receive equal and fair treatment, regardless of age, race, gender or gender identity, religion, sexual orientation, disability, or nationality.",0
P716,32,"We are not only committed to increasing the visibility and recognition of talent from under-represented groups within our organisation, but the wider industry too.",0
P716,33,"At the end of the day, we make sure we take time to look after ourselves, each other, and the planet, because we’re always stronger together.",0
P716,34,"ITG have a number of community groups (ERGs) available to employees which offer a safe space for like-minded colleagues, with shared interests to connect, socialise and check in with each other. These include Black ITGers Together, LGBTQ+ Together, Mens Health Together, Muslims Together, Neurodiversity Together, Working Parents and Carers Together and Women In Tech Together.",0
P717,0,At M&G our purpose is,0
P717,1,"help people manage and grow their savings and investments, responsibly.",43
P717,2,"As a business, we are continuing to take steps towards a sustainable future, delivering better long-term solutions for our customers and clients and identifying new opportunities to make a positive impact for our environment and communities .",43
P717,3,To help us achieve our vision we're looking for exceptional people who live our values of care and integrity and who can inspire others;,0
P717,4,deliver results and keep it simple.,62
P717,5,We will consider flexible working arrangements for any of our roles and also offer work place accommodations to ensure you have what you need to effectively deliver in your role.,3
P717,6,The Role: Senior Business Analyst - 12 month FTC,27
P717,7,We are looking for an experienced Senior Business Analyst to take a role in M&G Life to help us achieve some of our key strategic objectives.,47
P717,8,"You will lead the viability analysis for small, medium and large sized projects. You will support larger and more complex projects delivered by our strategic partners. You may be accountable for the analysis deliverables across a portfolio of projects.",81
P717,9,"You will lead other Business Analysts by example, defining and directing the overall approach for your team of Analysts. You will set their priorities, guide and coach them, set standards and provide assurance over analysis deliverables.",14
P717,10,You will work with the business and our strategic partners to analyse and understand business problems and opportunities based on an understanding of the desired business outcomes and strategic drivers.,14
P717,11,"You will lead the definition and agreement of solution design for projects, and ensure that a robust design governance framework is followed.",69
P717,12,You will provide oversight and assurance of analysis and solution design activity delivered by our strategic partners.,54
P717,13,Key Responsibilities for this role:,19
P717,14,"Identify and compare the best processes or delivery methods to use, including measuring and evaluating outcomes. Helps the team to decide the best approach.",92
P717,15,"Analyse current product/services and processes, and identify and implement opportunities to optimise these. Help to evaluate and establish requirements using relevant techniques such as gap analysis.",16
P717,16,Use quantitative and qualitative data to define outcomes and solutions.,23
P717,17,Investigate problems and analyse options for new and existing products and services.,81
P717,18,"Provide recommendations to solutions; work with stakeholders to identify objectives, opportunities and potential benefits.",28
P717,19,"Key Skills, Competencies & Experience:",18
P717,20,Collaborate and communicate with sponsors and stakeholders across all levels of the organisation. Comfortable using a broad range of tools and approaches to elicit the best outcomes and level of engagement.,28
P717,21,"Can interrogate and interpret data from a range of sources, for example user research and process performance metrics, and consequently help the team to make data driven decisions.",23
P717,22,"Can create user flows, wireframes and map business processes which represent the current structure and future design of a product or service.",51
P717,23,Applies an innovative mindset to problem solving. Thinks creatively and can identify opportunities and generate ideas for the continuous improvement of the delivery model.,6
P717,24,Helps the team set and manage expectations; recognises the importance of managing upwards.,40
P717,25,"Identify key stakeholders; manages their needs in harmony with user needs, uses evidence to justify their decisions. Should understand how to handle opposing views, and combine them to reach consensus.",28
P717,26,"Comfortable working in Agile, Waterfall and hybrid projects, and understands the advantages and disadvantages of the different methodologies.",13
P717,27,Understands the importance of adhering to Change Governance standards.,72
P717,28,Leading other Business Analysts and managing multiple deliverables across a portfolio of activity,14
P717,29,Working in fast paced and challenging environments using different methodologies,57
P717,30,"Significant experience of successful delivery throughout the full project life-cycle, and across a broad spectrum of project types and environments.",69
P717,31,Comfortable with resolving ambiguity where stakeholders and their priorities and needs are often unclear or in conflict.,28
P717,32,"Contributing to, and achieving, good customer outcomes",62
P717,33,"Confident in setting up and facilitating workshops to understand business needs, gather requirements and ensure the business and user needs continue to be met by the proposed solution",16
P717,34,Experience and knowledge of Financial Services products and practices,36
P717,35,Experience of working with and providing oversight of 3rd party partners and providers,54
P717,36,Work Level: Manager or Expert,21
P717,37,Recruiter Name: Emily Isaacs,2
P717,38,Closing Date: 8th January 2024,35
P717,39,"We have a diverse workforce and an inclusive culture at M&G plc, underpinned by our policies and our employee-led networks who provide networking opportunities, advice and support for the diverse communities our colleagues represent.",0
P717,40,"Regardless of gender, ethnicity, age, sexual orientation, nationality or disability we are looking to attract, promote and retain exceptional people.",0
P717,41,We also welcome those who take part in military service and those returning from career breaks.,0
P718,0,About KBR And The Project,50
P718,1,"KBR are a global technical solutions provider with 28,000 employees worldwide, with operations in 34 countries delivering to customers in 80 countries. KBR work collaboratively with their wide customer base to deliver solutions that strive to create a better, safer and more sustainable world.",30
P718,2,"KBR’s Estates Intelligence division specialise in enabling clients to make informed decisions about the operational and strategic management of their estates and asset portfolios, including the external supply chain retained to deliver asset management and maintenance services. Estates Intelligence teams utilise the ‘6 As’ Methodology to deliver business benefit by deploying their ‘Viaverse’ platform to enable each A –",54
P718,3,"of transactional processing and operational data flows,",51
P718,4,"of process and data integrity to promote sanctity of management information,",22
P718,5,"of processing and data to better refine business outcomes,",1
P718,6,"to offer management information and insight, all to enable enhanced",1
P718,7,We are seeking an experienced Business Analyst to join us on a 19-month contract.,47
P718,8,"The Business Analyst is a critical role, with ownership of business and functional requirement capture and lifecycle traceability management in one or more of the mobilisation streams.",14
P718,9,"The Business Analyst will be responsible for supporting the Senior Transition Manager by ensuring contractual requirements are individually captured, coded and MOSCOW’ed in a requirements catalogue. As well as, taking the lead with client stakeholders to ensure all requirement clarifications are resolved with client to ensure requirements can be delivered, deferred or removed.",14
P718,10,"The Business Analyst will be accountable for defining detailed process flow diagrams, either as controlled amendments to current flows, or creation of new flows, to support client requirements for transactional service delivery.",14
P718,11,What We're Looking For,104
P718,12,"You will have experience working on large scale multi-organisational transformation programmes and have experience developing complex contractual requirements into traceable catalogue and managing requirements though design, development and test phases.",16
P718,13,You will have experience of managing client workshops and resolving requirements ambiguity/gaps and experience of delivering client-side and supplier-side in public sector arena in Agile and Waterfall delivery environments.,13
P718,14,Basic understanding of SQL database software (MRI Evolution preferably but not essential),65
P718,15,Experience of MS Visio to create and maintain complex transactional flows,51
P718,16,Recognised Business Analyst accreditation,77
P718,17,"Degree educated, preferably in a technical subject",10
P719,0,"Nucleus is undertaking a significant Transformation that changes the platform technology, organisational structure and migrates clients and assets to the new platform as part of a major outsourcing agreement with FNZ. This role will be responsible for delivering programme analysis across process, people and systems, readiness, and migration workstreams.",15
P719,1,This role is integral to implementation and to understand and analyse user and business needs to support the delivery of a new platform in the business and across the customer marketplace.,62
P719,2,Collaborating and working closely with users to understand their business needs.,28
P719,3,Working with 3rd parties to deliver these outcomes.,54
P719,4,Identifying opportunities to enhance current processes/solutions and having confidence in highlighting this to corresponding areas.,92
P719,5,Managing the end-to-end delivery of assigned deliverables.,54
P719,6,"Business modelling – documents, business processes, operating models, and workflows in both as-is and to-be states.",51
P719,7,Take responsibility in everything you do to deliver good outcomes for our customers.,62
P719,8,"Positively demonstrate the Nucleus Smart, Heart and Courage values and behaviours.",53
P719,9,Ensure compliance with Code of Conduct at all times.,72
P719,10,5+ years of IT change and analysis experience.,26
P719,11,"Experience in financial services including platforms, with an understanding of interactions and interdependencies across all functional groups and stakeholders.",36
P719,12,A positive and professional attitude,53
P719,13,"Strong analysis experience in both agile and waterfall environments, for both IT and non-IT related deliveries",13
P719,14,Experience in working in a regulated environment.,18
P719,15,Confidence to use your own initiative and problem-solving skills.,6
P719,16,Excellent analysis skills and attention to detail,6
P719,17,"Degree qualified, or equivalent professional experience and certifications.",10
P719,18,Comfortable with ambiguity and able to exercise good judgement considering business-wide factors.,31
P719,19,Able to operate with credibility at all levels.,66
P719,20,Must be highly motivated and able to motivate others.,53
P719,21,Have excellent written and verbal communication skills and excellent attention to detail.,4
P719,22,Capable of succeeding in a fast-paced environment.,57
P719,23,A team player but also able to work independently using your initiative.,78
P719,24,Confidence to challenge assumptions and suggest improvements to ways of working.,53
P719,25,Have strong analytical and problem-solving skills.,6
P719,26,Have excellent time management and the ability to work to deadlines.,21
P719,27,A Little About Us,88
P719,28,We are the Nucleus Financial Platforms group and we help make retirement more rewarding.,0
P719,29,"Here at Nucleus, people come first - whether it's our colleagues, or the advisers and customers we support, we know that working in partnership and collaboration leads to the best outcomes.",42
P719,30,"Together, we've shaped the platform to how it is today.",0
P719,31,"We work hard, and we celebrate hard too.",0
P719,32,"Our ambition is to create a platform with a difference, putting the customer centre stage meant tearing up the rule book and starting from scratch.",62
P719,33,"We've come a long way since then, but our mission remains just as focused.",0
P719,34,"That's why our culture, values, and social responsibility are things we keep at the top of our agenda – because we know they matter and have a big impact.",0
P719,35,"Our culture is one of the many things that sets us apart from the pack. We want to have an environment where our people feel that they can make a real difference, know they'll be rewarded for their efforts and more importantly, enjoy themselves at work.",0
P719,36,Are we a perfect match? Check out this video and find out!,88
P719,37,Inclusion and diversity at Nucleus,0
P719,38,"As with most things in life, who cares, wins. We really care about inclusion.",0
P719,39,"For us it's not a tick box exercise; inclusion and diversity are embedded in our culture and everything we do. It's a commercial imperative. It isn't about being PC. It's about being future-relevant and durable. We owe it to ourselves and the industry to ensure we are playing our part in creating a fair, balanced and transparent financial services sector.",0
P719,40,"More diversity means broader experience, a wider set of perspectives and a better collective ability to problem-solve. And it means being more representative of customer groups, which supports areas such as product development.",0
P719,41,"At Nucleus, we offer a generous blend of benefits for the things that really matter to our people, including a non-contributory pension, bonus, enhanced parental leave, paid time off for emergencies, health and wellbeing initiatives and flexible working options.",5
P719,42,"If you'd like to find out more about us or the role, please get in touch with Hannah in our People team.",2
P720,0,"We’re VIVID! - We offer a vibrant, friendly, inclusive culture that supports, develops, and attracts the best people!",0
P720,1,"We have an opening within our Business Improvement Team in Portsmouth for an experienced Senior Business Analyst with at least 2 years’ experience in a Senior Business Analyst role. This is a full-time, permanent position working 37 hours per week, with a minimum of 20% of this to be office-based to promote collaboration and team working.",47
P720,2,Want to know what we can offer you?,99
P720,3,"26 days holiday (plus bank holidays), with the opportunity to buy or sell annual leave",41
P720,4,A generous contributory pension,37
P720,5,Medi-cash policy to claim back some medical costs,59
P720,6,"Discounts portal to save money on various products and services, including holidays, shopping, and cinema",20
P720,7,Here’s The Facts About The Role,19
P720,8,"As Senior Business Analyst, you’ll manage the drive for continuous improvement to processes and systems across the business, supporting change delivery and acting as the link between the business and delivery teams.",14
P720,9,"You’ll help develop our business analysis practice and method while acting as a fountain of knowledge to the team, as well as helping steer the direction of VIVID’s application solutions ensuring they can continually meet our evolving requirements.",31
P720,10,"As Senior Business Analyst,",14
P720,11,you’ll have experience leading/mentoring a team of Business Analyst on larger programmes/projects.,14
P720,12,"Ideally, you’ll have a detailed understanding of Project Management methods, such as Agile and Waterfall, as well as tools/controls used such as Gantt charts, risks and issues logs, and business cases help Projects/Change Requests to be delivered successfully.",13
P720,13,"You’ll champion our values, promote achieving excellence and drive continuous improvement throughout the organisation by challenge existing practises, suggesting better ways of working, supporting change delivery and acting as the link between the business and delivery teams to get things done.",0
P720,14,You’ll have at least 2 years’ experience in a Senior Business Analyst,26
P720,15,"role with a relevant qualification in Business Analysis techniques ideally with a Project Management accreditation. It is essential you have experience in Business Analytics and Project Management, particularly within a change environment. And importantly, you’ll have the passion to be an ambassador for leading and promoting change!",14
P720,16,Please see attached JD for more information on the requirements and person specification,16
P721,0,"At Close Brothers we look to recruit individuals from all different backgrounds and encourage you to apply even if you don’t tick every box. We celebrate diversity, promote inclusivity and are open to discuss flexible work options to help you balance your work and home life.",0
P721,1,"The Business Analyst is an experienced practitioner with knowledge of a wide range of tools and techniques, along with experience of deploying them on various projects and in various contexts. Working across the project lifecycle, the Business Analyst is proficient working with traditional or iterative delivery methods.",14
P721,2,Close Brothers utilises the SFIA skills framework.,18
P721,3,Business Situation Analysis (SFIA Level 4),31
P721,4,Investigates business situations where there is some complexity and ambiguity.,81
P721,5,Adopts holistic view to identify and analyse problems and opportunities.,81
P721,6,Contributes to selection of the approach and techniques to be used for business situation analysis.,81
P721,7,Engages and collaborates with operational stakeholders.,28
P721,8,Conducts root cause analysis and identifies recommendations for improvements.,81
P721,9,Feasibility Assessment (SFIA Level 4),16
P721,10,Identifies the range of possible options.,16
P721,11,Undertakes short-listing of options and feasibility assessment.,81
P721,12,Selects relevant feasibility assessment approaches and techniques.,16
P721,13,Engages with internal and external stakeholders to get information required for feasibility assessment.,28
P721,14,"Supports preparation of business cases including cost/benefit, impact and risk analysis for each option.",81
